date;message_id;reply_to_msg_id;channel_name;channel_id;sender;sender_id;message;views;comments;reactions;channel_members_count;channel_url;reactions_total;forwarded;forwards;topic_title
2026-04-22 14:07:04+00:00;1933;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Гало над Рязанью  __В качестве задачки на 1/5 можете прикинуть на каком расстоянии от меня находится ближайшая многоэтажка__;604;14;{':thumbs_up:': 25, ':red_heart:\\u200d:fire:': 8, ':fire:': 5, ':red_heart:': 1};1397;https://t.me/boitsov_astro;39;0;3;
2026-04-22 12:11:01+00:00;1932;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;В День Земли хочу поделиться довольно древним подкастом, который по какой-то причине ещё не появлялся в этом канале.   С президентом Благотворительного Фонда «Возрождение Природы» [Натальей Торнквист](https://vk.com/natalia_tornqvist) побродили по темам на стыке биологии/экологии и космоса - обсудили проблемы космического мусора и светового загрязнения, возможности зарождения и поддержания жизни за пределами Земли, перспективы межпланетной колонизации и поиска внеземной жизни. Получилось скорее в ширь, чем в глубину, но с душой ☺️  [Полная версия есть на Rutube](https://rutube.ru/video/72a8c8a04a679d8f8c82682d1cf315b4/) Можете глянуть, пока вы ещё не выключили свет у себя дома 🌏  Приятного просмотра!;588;2;{':red_heart:': 9, ':smiling_face_with_heart-eyes:': 4, 'ReactionCustomEmoji(document_id=5213066355665824565)': 4};1397;https://t.me/boitsov_astro;17;0;1;
2026-04-22 11:27:23+00:00;1931;1277;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;**Раунд 9.** Куда едет Женя?  __Это будет самый скучный раунд, и тем не менее__;664;20;{'ReactionCustomEmoji(document_id=5213185059971951038)': 21, ':fire:': 7, ':red_heart:': 3, 'ReactionCustomEmoji(document_id=5213066355665824565)': 2};1397;https://t.me/boitsov_astro;33;0;2;
2026-04-21 12:33:55+00:00;1930;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Задумался, почему никто из школьников не упоминает меня, сокращая по ИО, как большинство преподавателей. А потом понял, что детей, наверное, пугает звучание моих инициалов. Прав?;724;38;{':beaming_face_with_smiling_eyes:': 26, ':hundred_points:': 11, 'ReactionCustomEmoji(document_id=5285056952508902924)': 7, ':red_heart:': 1};1397;https://t.me/boitsov_astro;45;0;2;
2026-04-20 18:43:58+00:00;1929;1703;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Хороша ложка к обеду, но и к ужину тоже пригодится. Мой пост, где я просил набрать реакций, чтобы сделать пробник белорусского РЭ, уверенно занял своё место в топе самых залайканных постов на канале. Народ был бесстыдно заскамлен, но мы исправляемся.  И вот, когда до финала всош осталась пара дней и ботать всерос уже нельзя, на платформе Апекса вместо этого появилась возможность поботать белорусскую респу 😁  https://apeks.space/l/belorusskie-olimpiady-4a888c  Присоединяйтесь);865;1;{':fire:': 15, ':red_heart:': 8, ':thumbs_up:': 3, 'ReactionCustomEmoji(document_id=5285056952508902924)': 1};1397;https://t.me/boitsov_astro;27;0;7;
2026-04-20 11:29:42+00:00;1928;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;**Зачем педагогу астрофизика?**  Сегодня мы пообщались с Вячеславом Игнатьевым, председателем центральной предметной методологической комиссии ВСОШ по астрономии и руководителем программы «Астрофизика для школьного учителя. Теоретические сюжеты в дидактических играх».  В ходе нашего разговора мы обсудили, почему учителям физики и астрономии важно разбираться в современной астрофизике, чем игры могут быть полезны в образовательном процессе и какие практические навыки педагоги могут сразу применить в своей работе.  Скоро поделимся фото с лекции, а пока — смотрите интервью с экспертом.;492;1;{':red_heart:': 20, ':thumbs_up:': 5, ':thinking_face:': 3, ':red_heart:\\u200d:fire:': 1, ':spouting_whale:': 1};1397;https://t.me/boitsov_astro;30;1;5;
2026-04-20 10:12:15+00:00;1927;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;673;;;1397;https://t.me/boitsov_astro;0;0;2;
2026-04-20 10:12:15+00:00;1926;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;soon;693;6;{'ReactionCustomEmoji(document_id=5213090708130390040)': 33, 'ReactionCustomEmoji(document_id=5285056952508902924)': 14, ':red_heart:': 9, ':unicorn:': 4, ':red_heart:\\u200d:fire:': 1};1397;https://t.me/boitsov_astro;61;0;1;
2026-04-19 19:45:14+00:00;1925;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Кого из исполнителей вы слушаете?  Го топ-3 - топ-5 любимых треков в комменты 👇  Вопрос продиктован тем, что в 80% случаев песни, которые упоминаются школьниками, для меня что-то ноунеймовское - хочу хоть немного культурный разрыв восполнить;705;201;{':new_moon_face:': 36, ':smiling_face_with_heart-eyes:': 5, ':heart_with_arrow:': 5};1397;https://t.me/boitsov_astro;46;0;6;
2026-04-19 13:22:03+00:00;1924;1923;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Из супергероики самой редкой среди представителей жанра способностью, имхо, обладает майор Гром. Сам он называет её «Думай! Думай! Думай!», после чего начинает думать.  Каждый раз, когда ко мне приходят с такой обратной связью, чувствую себя им 😁;741;21;{':red_heart:': 23, ':high_voltage:': 7, ':beaming_face_with_smiling_eyes:': 6, ':fire:': 2};1397;https://t.me/boitsov_astro;38;0;4;
2026-04-19 13:18:31+00:00;1923;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Записываемся на курсы по думанью 💆‍♀️;752;6;{':smiling_face_with_heart-eyes:': 27, ':hundred_points:': 9, 'ReactionCustomEmoji(document_id=5213185059971951038)': 6, ':beaming_face_with_smiling_eyes:': 2, ':red_heart:': 1};1397;https://t.me/boitsov_astro;45;0;5;
2026-04-18 15:13:57+00:00;1922;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Друзья, призываем вас участвовать в нашей программе, вас ждут памятные призы 🎁;765;4;{'ReactionPaid()': 1, 'ReactionCustomEmoji(document_id=5213185059971951038)': 17, 'ReactionCustomEmoji(document_id=5213090708130390040)': 6, 'ReactionCustomEmoji(document_id=5285056952508902924)': 6};1397;https://t.me/boitsov_astro;30;1;1;
2026-04-18 15:13:57+00:00;1921;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Засветился, аххах Мама, я в телевизере;742;0;{':red_heart:': 11, ':thumbs_up:': 2, 'ReactionCustomEmoji(document_id=5212980503564543064)': 2};1397;https://t.me/boitsov_astro;15;0;0;
2026-04-18 13:35:03+00:00;1920;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Неделя космоса чуток затянулась Кто сегодня в Депо?  https://t.me/YurisNightMoscow;793;0;{':red_heart:': 14, ':red_heart:\\u200d:fire:': 7, 'ReactionCustomEmoji(document_id=5213090708130390040)': 5};1397;https://t.me/boitsov_astro;26;0;1;
2026-04-17 07:13:01+00:00;1919;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;[Так вот ради чего](https://t.me/noizlab/94) видеокарты дорожали;901;0;{':red_heart:': 10, ':beaming_face_with_smiling_eyes:': 5, ':thumbs_up:': 4, 'ReactionCustomEmoji(document_id=5285056952508902924)': 1};1397;https://t.me/boitsov_astro;20;0;12;
2026-04-16 21:38:37+00:00;1918;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;С 16 по 17 апреля на платформе «Сириус.Курсы» проходит пригласительный этап всероссийской олимпиады школьников по астрономии.  [Регистрация](https://siriusolymp.ru/invite2026/astronomy) доступна до 17 апреля, 18:00 (по московскому времени). Приглашаются школьники 4–10-х классов, а также педагоги и родители, которые хотят попробовать свои силы в решении нестандартных задач.;672;3;{':red_heart:': 11, ':fire:': 4, ':thumbs_up:': 3};1397;https://t.me/boitsov_astro;18;1;12;
2026-04-16 15:51:08+00:00;1917;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;__Даёшь больше папок хороших и разных__ 👍  **Добрый вечер** ✏️  Представляем Вашему вниманию подборку каналов репетиторов по:  **-Физике -Профильной математике -Русскому языку -Химии -Обществознанию   ****https://t.me/addlist/WQkoMiQG0hc3OGI6****  **🤩[Добавить](https://t.me/addlist/WQkoMiQG0hc3OGI6)🤩  Если хотите попасть в папку: @kubik2566 🌺;792;5;{':red_heart:': 8, ':thumbs_up:': 4, ':fire:': 3, ':spouting_whale:': 1};1397;https://t.me/boitsov_astro;16;0;4;
2026-04-12 17:07:48+00:00;1916;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;1155;;;1397;https://t.me/boitsov_astro;0;0;4;
2026-04-12 17:07:48+00:00;1915;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Чем в баре в воскресенье заниматься, правильно?;1135;5;{':red_heart:': 34, ':beaming_face_with_smiling_eyes:': 8, ':fire:': 7};1397;https://t.me/boitsov_astro;49;0;4;
2026-04-12 11:43:48+00:00;1914;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;**Сегодня, 12 апреля — День космонавтики, день первого полета человека в космос**🚀   В честь праздника Олимпиадные Практики совместно с преподавателем астрономии и автором канала** ****@boitsov_astro**** **Евгением Георгиевичем Бойцовым** **разбирают самые живучие мифы о космосе.  🔥Спойлер: реальность ничуть не менее удивительна.;1047;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:48+00:00;1913;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;1089;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:48+00:00;1912;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;1018;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:48+00:00;1911;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;888;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:48+00:00;1910;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;880;;;1397;https://t.me/boitsov_astro;0;1;4;
2026-04-12 11:43:48+00:00;1909;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;879;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:48+00:00;1908;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;822;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:48+00:00;1907;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;807;;;1397;https://t.me/boitsov_astro;0;1;3;
2026-04-12 11:43:47+00:00;1906;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;768;0;{':red_heart:': 23, ':high_voltage:': 8, ':fire:': 6, ':hundred_points:': 3, ':alien_monster:': 1};1397;https://t.me/boitsov_astro;41;1;3;
2026-04-12 11:43:28+00:00;1905;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Есть такая компания, «Олимпиадные практики» - помогают региональным образовательным центрам организовывать подготовку к олимпиадам по общеобразовательным предметам. Думаю, эти ребята в основном знакомы экономистам, например, по инициативе их основателя сейчас проводится олимпиада Колокольникова, но и по другим профилям они тоже смены проводят - благодаря им, например, преподаватели Апекса второй год ездят в Нижегородскую область готовить школьников к астрономии на базе «Веги».  Так вот, недавно у коллег появился тгк с поддержкой, полезными материалами, советами для олимпиадников. Верю, что из него может получиться что-то большое, интересное и полезное. Так что рекомендую подписаться. Там сейчас как раз в последнем посте пара информационных карточек от меня ко Дню Космонавтики 🔽;992;1;{':red_heart:\\u200d:fire:': 16, ':red_heart:': 9, ':thumbs_up:': 4, ':fire:': 3};1397;https://t.me/boitsov_astro;32;0;4;
2026-04-12 08:50:06+00:00;1904;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;И с Днём космонавтики ещё);774;0;{':high_voltage:': 35, ':red_heart:': 16, 'ReactionCustomEmoji(document_id=5285056952508902924)': 15};1397;https://t.me/boitsov_astro;66;0;1;
2026-04-11 21:10:06+00:00;1903;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Христос Воскресе!;846;12;{':red_heart:': 53, ':dove:': 23, 'ReactionCustomEmoji(document_id=5213066355665824565)': 7, ':thumbs_up:': 1};1397;https://t.me/boitsov_astro;84;0;2;
2026-04-11 11:00:49+00:00;1902;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Цивилизация добралась до Долгопрудного (продиффундировала сквозь МКАД);911;1;{':beaming_face_with_smiling_eyes:': 41, ':red_heart:': 17, ':fire:': 16, ':face_screaming_in_fear:': 3, 'ReactionCustomEmoji(document_id=5213185059971951038)': 2, 'ReactionCustomEmoji(document_id=5212980503564543064)': 1};1397;https://t.me/boitsov_astro;80;0;12;
2026-04-10 12:38:54+00:00;1901;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;😁😁😁 вся моя лента сегодня;1324;9;{':red_heart:': 32, ':beaming_face_with_smiling_eyes:': 13, ':eyes:': 5, ':woozy_face:': 4, ':high_voltage:': 1, 'ReactionCustomEmoji(document_id=5213090708130390040)': 1};1397;https://t.me/boitsov_astro;56;0;12;
2026-04-09 07:05:32+00:00;1900;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Астрономы-наблюдатели literally;1034;0;{'ReactionCustomEmoji(document_id=5276289730256842699)': 40, ':red_heart:': 11, ':hundred_points:': 10, ':fire:': 3, 'ReactionCustomEmoji(document_id=5212980503564543064)': 3, ':new_moon_face:': 2, ':rolling_on_the_floor_laughing:': 2, ':smiling_face_with_heart-eyes:': 1, 'ReactionCustomEmoji(document_id=5213066355665824565)': 1};1397;https://t.me/boitsov_astro;73;0;13;
2026-04-07 16:06:36+00:00;1899;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Как известно, в этом году Пасха приходится на 12 апреля, т.е. параллельно с ней будет отмечаться день космонавтики.   У меня есть знакомая, которая делает классные куличи ручной работы, поэтому специально для ценителей всего космического мы решили подготовить партию стилизованных куличей.   Куличи внутри кексовые с клюквой - сочные, нежные, с кислинкой, «взрывающейся во рту, как сверхновые звёзды» (формулировка от чата гпт - немножко кринж, но что-то в ней есть)  Мне кажется, день космонавтики и космическая тематика вообще неплохо перекликаются с Пасхой на уровне образов и смыслов. В какой-то мере, возможно даже, дк является её мирским аналогом - это праздник о вечном, бесконечном и чём-то, что казалось невозможным, но в итоге произошло, открыв человечеству дорогу в новый мир. Поэтому такая стилизация вполне уместна, но при том свежа и интересна.   Если вы бы хотели приобрести кулич, как на фото (фон, конечно, подредактирован иишкой, но кулич реальный), можно заказать доставку по Москве и МО, написав мне в лс @eugene_boitsov. Кулич 600г обойдётся в 2750, 800 г - в 3200 (где-то х0.5 к заводским куличам в условной Азбуке вкуса);1643;23;{':red_heart:': 23, ':smiling_face_with_heart-eyes:': 7, ':dove:': 4, ':fire:': 2, ':clown_face:': 1, ':rolling_on_the_floor_laughing:': 1, ':neutral_face:': 1, ':zany_face:': 1, ':heart_with_arrow:': 1};1397;https://t.me/boitsov_astro;41;0;17;
2026-04-01 18:25:32+00:00;1898;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Как говорится, @IgnatievVB, нас 41 и мы идём разбираться!   *А это пока 55 человек из 79 проголосовали. Сам я точной цифры не знаю. Из тех, кто с нами шёл до РЭ, 34 прохода. А со всеми, кто после региона подключился [курс за это время подрос раза в полтора], размер «сборной Апекса» не считал.;1259;11;{':beaming_face_with_smiling_eyes:': 30, ':red_heart:': 11, ':fire:': 6, ':red_heart:\\u200d:fire:': 2};1397;https://t.me/boitsov_astro;49;0;6;
2026-04-01 18:04:15+00:00;1897;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;**[****#ЗД****] Задача дня №745:** (#Небмех уровень 2.5/5) __Источник: Большие вызовы 2025__  От малого космического аппарата, находящегося на низкой околоземной орбите высотой 500 км, отделяется лёгкий зонд, скорость которого составляет 1 м/с относительно МКА и направлена вдоль скорости движения. Сколько витков вокруг Земли может совершить зонд, поддерживая связь с основным аппаратом, если максимальная дальность связи ограничена мощностью передатчика и составляет 100 км?;1218;0;{':red_heart:': 8, ':thumbs_up:': 4, ':fire:': 2, ':smiling_face_with_heart-eyes:': 1};1397;https://t.me/boitsov_astro;15;0;3;
2026-04-01 15:12:12+00:00;1896;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;‼️ ПРОХОДНЫЕ БАЛЛЫ ‼️  Шутки в сторону: 91 / 93 / 105  [Приказ](https://vso.edsoo.ru/public.php/dav/files/oPYH4pagSwbrZot/?accept=zip)  #AstroEdu_ВсОШ;660;6;{':red_heart:': 16, ':loudly_crying_face:': 9, ':strawberry:': 2};1397;https://t.me/boitsov_astro;27;1;7;
2026-03-31 21:28:20+00:00;1895;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Когда там проходные уже..  Просто крик души🙂;1103;0;{':red_heart:': 19};1397;https://t.me/boitsov_astro;19;1;2;
2026-03-31 21:28:20+00:00;1894;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Так есть же уже. Дня три назад уже выложили. Вот так - не продублируешь у себя в канале, вы и не найдёте. 9 класс - С 1 10 класс - АПР 11 класс - ЕЛЯ;1349;8;{':red_heart:': 27, ':beaming_face_with_smiling_eyes:': 10, ':strawberry:': 5, 'ReactionCustomEmoji(document_id=5253818216551050734)': 3, 'ReactionCustomEmoji(document_id=5212980503564543064)': 1};1397;https://t.me/boitsov_astro;46;0;15;
2026-03-31 21:00:04+00:00;1893;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;Так, поехали, перекличка У кого тг работает?;1198;25;{':red_heart:': 46, 'ReactionCustomEmoji(document_id=5213185059971951038)': 10, ':fire:': 5, '\\U0001fae1': 3, 'ReactionCustomEmoji(document_id=5212980503564543064)': 2};1397;https://t.me/boitsov_astro;66;0;2;
2026-03-31 10:33:10+00:00;1892;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;**[****#ЗД****] Задача дня №744:** (#Сферка уровень 1/5)  Жители некоторого государства ~~после блокировки всех альтернативных средств связи~~ для быстрой передачи информации на большие расстояния возвели сеть сигнальных башен высотой по 50 м. Часть из них была расставлена вдоль самой границы для обнаружения приближающихся врагов. А остальные башни располагались так, что сигнальный огонь, зажжённый на одной из башен, был виден на горизонте для дозорных с соседних башен. Дозорный на одной из пограничных башен обнаружил наступающую армию соседнего государства. Сколько времени пройдёт прежде, чем о наступлении узнает правитель страны, живущий в столице в 510 км от границы? Разведение сигнального огня занимает у дозорных в среднем минуту, а дозорному с центральной башни столицы требуется пять минут, чтобы спуститься с башни и прибежать к правителю с донесением.;1258;5;{':fearful_face:': 17, ':high_voltage:': 8, ':red_heart:': 3};1397;https://t.me/boitsov_astro;28;0;9;
2026-03-31 07:51:42+00:00;1891;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;MediaMessage;789;1;{':loudly_crying_face:': 28, ':face_screaming_in_fear:': 3, ':red_heart:': 2, '\\U0001fae1': 2};1397;https://t.me/boitsov_astro;35;1;10;
2026-03-30 19:16:16+00:00;1890;;ЕВГЕНИЙ БОЙЦОВ | ПРЕПОДАВАТЕЛЬ АСТРОНОМИИ;2062391540;;-1;"Мало на что так приятно смотреть, как на работу слаженной системы, в которой каждое звено на своём месте, на котором оно может сработать максимально изящно и эффективно. Особенно приятно понимать, что тебе удалось приложить к её построению руку.  В начале учебного года в Апексе запустились три потока с двумя парами в неделю, в которые едва укладывались самые базовые астрономические темы. Преподаватели не понимали сфер своей ответственности, как и я сам, в результате согласованность оставалась на нуле, а временные и финансовые издержки привели к тому, что к концу октября я подошёл замученным (проектом, который создавался в т.ч. чтобы меня разгрузить) и закредитованным в мясо.  Помощь родителей, учеников, родителей учеников, понимание и поддержка тренерского состава Апекса, взятый для высвобождения времени (в основном на воспитание ребёнка, но тем не менее) академ, подарки на Сашино рождение позволили худо-бедно сбалансировать ситуацию к январю.  После этого я начал строить коллектив и раздавать задачи постепенно, имея достаточно времени, чтобы подобрать людей, которые являлись бы ""феноменами"" в своей теме и своём формате работы, а затем планомерно встраивать их, одного за другим. И рассчитывал размер команды и объём задач не исходя из того, сколько учеников и какого масштаба работ я хочу, а из того, что имелось на текущий момент: больше учеников - лучше продукт.  Мы начинали с шести уникальных (без учёта повторений) пар в неделю, с октября по январь я вёл восемь. Сейчас на три с половиной недели, оставшихся до финала ВсОШ, у нас запланировано 110 часов занятий. И это даже не интенсив - это просто полноценное астрономическое обучение. Вторая школа, по типу музыкалки - отдельное, углублённое, школьное образование. Астрономическое. Сочетающее занятия пяти разных форматов от преподавателей, заставивших мои глаза гореть, когда я увидел их за работой или посмотрел на их результаты в соответствующем формате.  Сейчас я могу заниматься донесением ценности Апекса до людей и дошлифовкой пользовательского опыта. Записи и ДЗ наконец полностью переехали на апекс.спейс, мы в шаге от запуска индивидуальных кураторов (которых я уже не знаю сколько мечтаю запустить - но всё не хватало людей на курсе для этого удовольствия). За эту неделю (в которой прошёл один день) к нашей подготовке присоединились три новые региональные сборные в полном составе. И я верю в большее - ещё пока ведь даже проходные не опубликовали.  Мне прям нравится та точка, в которой Апекс оказался на текущий момент. Пожалуйста, пусть это будет лишь началом чего-то более грандиозного и крутого 🙏";1023;3;{':red_heart:': 37, 'ReactionCustomEmoji(document_id=5285056952508902924)': 6, 'ReactionCustomEmoji(document_id=5212980503564543064)': 5, 'ReactionCustomEmoji(document_id=5213066355665824565)': 3, ':star-struck:': 2, ':bottle_with_popping_cork:': 2, ':thumbs_up:': 1};1397;https://t.me/boitsov_astro;56;0;8;
